facet_id,facet_name,row_kind,source_ref,source_construct,domain,subdomain,facet_type,value_polarity,text_observability,applicability_scope,score_scale,score_anchors_json,definition,embedding_text,difficulty,domain_confidence,needs_review,version
K0144,Ridván festival participation,facet,926,Bahá'í spiritual metric,spiritual_religious,Bahá'í spiritual metric,qualitative_trait,neutral,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Ridván festival participation'."", ""-1"": ""Mild lack of 'Ridván festival participation'."", ""0"": ""'Ridván festival participation' not expressed / neutral."", ""1"": ""Moderate 'Ridván festival participation'."", ""2"": ""Strong, exemplary 'Ridván festival participation'.""}",Degree to which the turn exhibits 'Ridván festival participation' (spiritual religious).,Ridván festival participation | Bahá'í spiritual metric | spiritual religious | Degree to which the turn exhibits 'Ridván festival participation' (spiritual religious).,medium,high,False,2026.06.0
K0145,Compassion,facet,,,personality_trait,general_trait,qualitative_trait,positive,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Compassion'."", ""-1"": ""Mild lack of 'Compassion'."", ""0"": ""'Compassion' not expressed / neutral."", ""1"": ""Moderate 'Compassion'."", ""2"": ""Strong, exemplary 'Compassion'.""}",Degree to which the turn exhibits 'Compassion' (personality trait).,Compassion | personality trait | Degree to which the turn exhibits 'Compassion' (personality trait).,easy,medium,False,2026.06.0
K0146,Information Retention,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Information Retention'."", ""-1"": ""Mild lack of 'Information Retention'."", ""0"": ""'Information Retention' not expressed / neutral."", ""1"": ""Moderate 'Information Retention'."", ""2"": ""Strong, exemplary 'Information Retention'.""}",Degree to which the turn exhibits 'Information Retention' (personality trait).,Information Retention | personality trait | Degree to which the turn exhibits 'Information Retention' (personality trait).,easy,medium,False,2026.06.0
K0147,Eye-contact duration,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Eye-contact duration'."", ""-1"": ""Mild lack of 'Eye-contact duration'."", ""0"": ""'Eye-contact duration' not expressed / neutral."", ""1"": ""Moderate 'Eye-contact duration'."", ""2"": ""Strong, exemplary 'Eye-contact duration'.""}",Degree to which the turn exhibits 'Eye-contact duration' (personality trait).,Eye-contact duration | personality trait | Degree to which the turn exhibits 'Eye-contact duration' (personality trait).,easy,medium,False,2026.06.0
K0148,Self-righteousness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Self-righteousness'."", ""-1"": ""Mild lack of 'Self-righteousness'."", ""0"": ""'Self-righteousness' not expressed / neutral."", ""1"": ""Moderate 'Self-righteousness'."", ""2"": ""Strong, exemplary 'Self-righteousness'.""}",Degree to which the turn exhibits 'Self-righteousness' (personality trait).,Self-righteousness | personality trait | Degree to which the turn exhibits 'Self-righteousness' (personality trait).,easy,medium,False,2026.06.0
K0149,General Mood and Attitude,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'General Mood and Attitude'."", ""-1"": ""Mild lack of 'General Mood and Attitude'."", ""0"": ""'General Mood and Attitude' not expressed / neutral."", ""1"": ""Moderate 'General Mood and Attitude'."", ""2"": ""Strong, exemplary 'General Mood and Attitude'.""}",Degree to which the turn exhibits 'General Mood and Attitude' (personality trait).,General Mood and Attitude | personality trait | Degree to which the turn exhibits 'General Mood and Attitude' (personality trait).,medium,low,True,2026.06.0
K0150,Serotonin transporter availability,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Serotonin transporter availability'."", ""-1"": ""Mild lack of 'Serotonin transporter availability'."", ""0"": ""'Serotonin transporter availability' not expressed / neutral."", ""1"": ""Moderate 'Serotonin transporter availability'."", ""2"": ""Strong, exemplary 'Serotonin transporter availability'.""}",Degree to which the turn exhibits 'Serotonin transporter availability' (personality trait).,Serotonin transporter availability | personality trait | Degree to which the turn exhibits 'Serotonin transporter availability' (personality trait).,medium,low,True,2026.06.0
K0151,Contribution to Group Goals,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Contribution to Group Goals'."", ""-1"": ""Mild lack of 'Contribution to Group Goals'."", ""0"": ""'Contribution to Group Goals' not expressed / neutral."", ""1"": ""Moderate 'Contribution to Group Goals'."", ""2"": ""Strong, exemplary 'Contribution to Group Goals'.""}",Degree to which the turn exhibits 'Contribution to Group Goals' (personality trait).,Contribution to Group Goals | personality trait | Degree to which the turn exhibits 'Contribution to Group Goals' (personality trait).,medium,low,True,2026.06.0
K0152,Dignity,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Dignity'."", ""-1"": ""Mild lack of 'Dignity'."", ""0"": ""'Dignity' not expressed / neutral."", ""1"": ""Moderate 'Dignity'."", ""2"": ""Strong, exemplary 'Dignity'.""}",Degree to which the turn exhibits 'Dignity' (personality trait).,Dignity | personality trait | Degree to which the turn exhibits 'Dignity' (personality trait).,easy,medium,False,2026.06.0
K0153,HEXACO Personality Inventory Facets,category_header,,,personality_trait,personality_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'HEXACO Personality Inventory Facets'."", ""-1"": ""Mild lack of 'HEXACO Personality Inventory Facets'."", ""0"": ""'HEXACO Personality Inventory Facets' not expressed / neutral."", ""1"": ""Moderate 'HEXACO Personality Inventory Facets'."", ""2"": ""Strong, exemplary 'HEXACO Personality Inventory Facets'.""}",Degree to which the turn exhibits 'HEXACO Personality Inventory Facets' (personality trait).,HEXACO Personality Inventory Facets | personality trait | Degree to which the turn exhibits 'HEXACO Personality Inventory Facets' (personality trait).,easy,medium,False,2026.06.0
K0154,Evaluating Solutions,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Evaluating Solutions'."", ""-1"": ""Mild lack of 'Evaluating Solutions'."", ""0"": ""'Evaluating Solutions' not expressed / neutral."", ""1"": ""Moderate 'Evaluating Solutions'."", ""2"": ""Strong, exemplary 'Evaluating Solutions'.""}",Degree to which the turn exhibits 'Evaluating Solutions' (personality trait).,Evaluating Solutions | personality trait | Degree to which the turn exhibits 'Evaluating Solutions' (personality trait).,easy,medium,False,2026.06.0
K0155,Input,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Input'."", ""-1"": ""Mild lack of 'Input'."", ""0"": ""'Input' not expressed / neutral."", ""1"": ""Moderate 'Input'."", ""2"": ""Strong, exemplary 'Input'.""}",Degree to which the turn exhibits 'Input' (personality trait).,Input | personality trait | Degree to which the turn exhibits 'Input' (personality trait).,easy,medium,False,2026.06.0
K0156,Discreteness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Discreteness'."", ""-1"": ""Mild lack of 'Discreteness'."", ""0"": ""'Discreteness' not expressed / neutral."", ""1"": ""Moderate 'Discreteness'."", ""2"": ""Strong, exemplary 'Discreteness'.""}",Degree to which the turn exhibits 'Discreteness' (personality trait).,Discreteness | personality trait | Degree to which the turn exhibits 'Discreteness' (personality trait).,easy,medium,False,2026.06.0
K0157,Reiki sessions / year,facet,607,Energy-healing practice,spiritual_religious,Energy-healing practice,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Reiki sessions / year' never indicated."", ""-1"": ""Rare / minimal indication of 'Reiki sessions / year'."", ""0"": ""Unstated or moderate level of 'Reiki sessions / year'."", ""1"": ""Frequent / clear indication of 'Reiki sessions / year'."", ""2"": ""Very high / extreme 'Reiki sessions / year'.""}",Degree to which the turn reveals the frequency/amount of 'Reiki sessions / year' (spiritual religious).,Reiki sessions / year | Energy-healing practice | spiritual religious | Degree to which the turn reveals the frequency/amount of 'Reiki sessions / year' (spiritual religious).,hard,high,True,2026.06.0
K0158,Rising sign is Scorpio,facet,692,Astrology,spiritual_religious,Astrology,binary,neutral,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""Clearly NOT the case that Rising sign is Scorpio."", ""-1"": ""Weak evidence against: Rising sign is Scorpio."", ""0"": ""Indeterminate from this turn."", ""1"": ""Weak evidence for: Rising sign is Scorpio."", ""2"": ""Clearly the case that Rising sign is Scorpio.""}",Whether the turn provides evidence that 'Rising sign is Scorpio' holds (spiritual religious).,Rising sign is Scorpio | Astrology | spiritual religious | Whether the turn provides evidence that 'Rising sign is Scorpio' holds (spiritual religious).,medium,high,False,2026.06.0
K0159,Social Intelligence,facet,,Character strength,personality_trait,Character strength,level_score,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Social Intelligence'."", ""-1"": ""Below-average 'Social Intelligence'."", ""0"": ""Average or not evidenced 'Social Intelligence'."", ""1"": ""Above-average 'Social Intelligence'."", ""2"": ""Very high 'Social Intelligence'.""}",Degree to which the turn exhibits 'Social Intelligence' (personality trait).,Social Intelligence | Character strength | personality trait | Degree to which the turn exhibits 'Social Intelligence' (personality trait).,easy,high,False,2026.06.0
K0160,Bravery,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Bravery'."", ""-1"": ""Mild lack of 'Bravery'."", ""0"": ""'Bravery' not expressed / neutral."", ""1"": ""Moderate 'Bravery'."", ""2"": ""Strong, exemplary 'Bravery'.""}",Degree to which the turn exhibits 'Bravery' (personality trait).,Bravery | personality trait | Degree to which the turn exhibits 'Bravery' (personality trait).,easy,medium,False,2026.06.0
K0161,Childhood Experiences,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Childhood Experiences'."", ""-1"": ""Mild lack of 'Childhood Experiences'."", ""0"": ""'Childhood Experiences' not expressed / neutral."", ""1"": ""Moderate 'Childhood Experiences'."", ""2"": ""Strong, exemplary 'Childhood Experiences'.""}",Degree to which the turn exhibits 'Childhood Experiences' (personality trait).,Childhood Experiences | personality trait | Degree to which the turn exhibits 'Childhood Experiences' (personality trait).,easy,medium,False,2026.06.0
K0162,Data-sharing consent level,facet,,,personality_trait,general_trait,level_score,bipolar,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'Data-sharing consent level'."", ""-1"": ""Below-average 'Data-sharing consent level'."", ""0"": ""Average or not evidenced 'Data-sharing consent level'."", ""1"": ""Above-average 'Data-sharing consent level'."", ""2"": ""Very high 'Data-sharing consent level'.""}",Degree to which the turn exhibits 'Data-sharing consent level' (personality trait).,Data-sharing consent level | personality trait | Degree to which the turn exhibits 'Data-sharing consent level' (personality trait).,hard,low,True,2026.06.0
K0163,Vision-check frequency,facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Vision-check frequency' never indicated."", ""-1"": ""Rare / minimal indication of 'Vision-check frequency'."", ""0"": ""Unstated or moderate level of 'Vision-check frequency'."", ""1"": ""Frequent / clear indication of 'Vision-check frequency'."", ""2"": ""Very high / extreme 'Vision-check frequency'.""}",Degree to which the turn reveals the frequency/amount of 'Vision-check frequency' (lifestyle behavior).,Vision-check frequency | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Vision-check frequency' (lifestyle behavior).,medium,medium,False,2026.06.0
K0164,Physical-violence exposure,facet,,,safety,safety,qualitative_trait,bipolar,observable,universal,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Physical-violence exposure'."", ""-1"": ""Mild lack of 'Physical-violence exposure'."", ""0"": ""'Physical-violence exposure' not expressed / neutral."", ""1"": ""Moderate 'Physical-violence exposure'."", ""2"": ""Strong, exemplary 'Physical-violence exposure'.""}",Degree to which the turn exhibits 'Physical-violence exposure' (safety).,Physical-violence exposure | safety | Degree to which the turn exhibits 'Physical-violence exposure' (safety).,easy,medium,False,2026.06.0
K0165,fat,facet,,Macronutrient ratio,clinical_health,Macronutrient ratio,qualitative_trait,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'fat'."", ""-1"": ""Mild lack of 'fat'."", ""0"": ""'fat' not expressed / neutral."", ""1"": ""Moderate 'fat'."", ""2"": ""Strong, exemplary 'fat'.""}",Degree to which the turn exhibits 'fat' (clinical health).,fat | Macronutrient ratio | clinical health | Degree to which the turn exhibits 'fat' (clinical health).,hard,high,True,2026.06.0
K0166,Cooking and Culinary Arts,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Cooking and Culinary Arts'."", ""-1"": ""Mild lack of 'Cooking and Culinary Arts'."", ""0"": ""'Cooking and Culinary Arts' not expressed / neutral."", ""1"": ""Moderate 'Cooking and Culinary Arts'."", ""2"": ""Strong, exemplary 'Cooking and Culinary Arts'.""}",Degree to which the turn exhibits 'Cooking and Culinary Arts' (personality trait).,Cooking and Culinary Arts | personality trait | Degree to which the turn exhibits 'Cooking and Culinary Arts' (personality trait).,medium,low,True,2026.06.0
K0167,Language use,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Language use'."", ""-1"": ""Mild lack of 'Language use'."", ""0"": ""'Language use' not expressed / neutral."", ""1"": ""Moderate 'Language use'."", ""2"": ""Strong, exemplary 'Language use'.""}",Degree to which the turn exhibits 'Language use' (personality trait).,Language use | personality trait | Degree to which the turn exhibits 'Language use' (personality trait).,easy,medium,False,2026.06.0
